DATE,RCA_H,RCA_V,BASELINE
2018-11-08,0.0,0.0,1
2018-11-06,-2.486993133359853,-1.5025117592431343,0
2018-11-07,-2.3716563895801173,-1.7081650632249603,0
2018-11-09,-1.0340370139524566,-0.8456439268992995,0
2018-11-10,-0.9815578609409172,-0.8322902657485258,0

